window,contributor_id,degree,weighted_degree,betweenness,name
1977-1978,10227,3,3,0.0,Carol Burns
1977-1978,215,3,3,0.0,Pat Bishop
1977-1978,2501,3,3,0.0,Vivienne Garrett
1977-1978,433525,9,10,1.6e-05,Andrea Gillam
1977-1978,4467,4,4,1e-06,Kristoffer Greaves
1977-1978,251825,11,12,5.4e-05,Maureen Mcgrath
1977-1978,490180,4,4,1e-06,Michele
1977-1978,251823,4,4,1e-06,Mike Mullins
1977-1978,2573,6,6,1e-06,John Baylis
1977-1978,433532,6,6,1e-06,Melissa Crogan
1977-1978,433530,6,6,1e-06,Michéle Blanchard
1977-1978,433534,6,6,1e-06,Steven McCloskey
1977-1978,433535,6,6,1e-06,Tom Grigg
1977-1978,247845,2,2,0.0,Don Ferguson
1977-1978,449591,2,2,0.0,Rhys Martin
1977-1978,494325,25,25,0.00025,Albert Cerreto
1977-1978,449774,29,45,0.000265,Anthony Barclay
1977-1978,250892,25,25,0.00025,Barry Hayes
1977-1978,243393,25,25,0.00025,Basil Thomas
1977-1978,243352,25,25,0.00025,Brett Nevill
1977-1978,487580,29,45,0.000265,Bruce Wilson
1977-1978,494324,25,25,0.00025,Craig Mooney
1977-1978,243387,28,28,0.002514,Debra May
1977-1978,260794,29,45,0.000265,Eric Bonanno
1977-1978,494320,29,45,0.000265,Gary Cruikshank
1977-1978,2981,29,45,0.000265,Genevieve Lemon
1977-1978,494321,29,45,0.000265,Greg Kelly
1977-1978,227027,29,45,0.000265,Hilary Larkum
1977-1978,3092,29,45,0.000265,Hugh Watson
1977-1978,494323,29,45,0.000265,Jim Wallace
1977-1978,448493,25,25,0.00025,Julie Dunsmore
1977-1978,225818,29,45,0.000265,Justin Byrne
1977-1978,494322,29,45,0.000265,Kevin Grey
1977-1978,171,29,45,0.000265,Peter Barclay
1977-1978,473827,29,45,0.000265,Peter Pitcher
1977-1978,494317,29,45,0.000265,Robert Coutts
1977-1978,244810,29,45,0.000265,Robert Hittman
1977-1978,413905,25,25,0.00025,Stephen Richards
1977-1978,494318,20,20,0.00025,Maureen Waghorn
1977-1978,494319,20,20,0.00025,Pauline Byrne
1977-1978,485825,20,20,0.00025,Scott Phillips
1977-1978,1973,8,8,0.000141,Julie McGregor
1977-1978,225660,8,8,0.000141,Neil Redfern
1977-1978,329,8,8,0.000141,Steve J Spears
1977-1978,245685,8,8,0.0,Connie Hobbs
1977-1978,447104,8,8,0.0,Jane Hamilton
1977-1978,4614,8,8,0.0,Ms Patricia Kennedy OBE
1977-1978,3277,0,0,0.0,Lyndal Jones
1977-1978,228608,0,0,0.0,Barry Humphries AO
1977-1978,246,1,1,0.0,Tony Strachan
1977-1978,495808,18,18,7.2e-05,Gail Harding
1977-1978,495807,18,18,7.2e-05,Jenny Dorman
1977-1978,4264,18,18,7.2e-05,Joanne Canning
1977-1978,236940,18,18,7.2e-05,Michele Forbes
1977-1978,233279,18,18,7.2e-05,Rosetta Cook
1977-1978,495806,18,18,7.2e-05,Rudolfa Biasotto
1977-1978,227516,5,10,0.0,Claire Dobbin
1977-1978,5352,5,10,0.0,Elizabeth Drake
1977-1978,3291,5,10,0.0,Evelyn Krape
1977-1978,962,5,10,0.0,Robert Meldrum
1977-1978,2766,5,10,0.0,Sue Ingleton
1977-1978,543,5,10,0.0,Tony Taylor
1977-1978,245131,5,5,0.0,Andrea Kelland
1977-1978,489288,5,5,0.0,Ann Haden
1977-1978,421812,5,5,0.0,Geoffrey Usher
1977-1978,489289,5,5,0.0,Greg O'Connor
1977-1978,489290,5,5,0.0,Jean Hadgraft
1977-1978,489252,5,5,0.0,Margaret Roberts
1977-1978,821,0,0,0.0,Leonard Teale
1977-1978,415483,16,16,8.2e-05,Brian Wood
1977-1978,492821,16,16,8.2e-05,Brick Collins
1977-1978,492827,16,16,8.2e-05,Carlo Vitale
1977-1978,492824,16,16,8.2e-05,David McPherson
1977-1978,458801,31,33,0.000939,Fred Waski
1977-1978,233986,16,16,8.2e-05,Geoffrey Winterton
1977-1978,492823,16,16,8.2e-05,Glenn Kelly
1977-1978,492819,16,16,8.2e-05,Jack Nicholas
1977-1978,492828,16,16,8.2e-05,Jenny Rogers
1977-1978,492826,16,16,8.2e-05,Ken Hetherington
1977-1978,226850,16,16,8.2e-05,Leonard Lee
1977-1978,492822,16,16,8.2e-05,Nerryl Wyatt
1977-1978,246578,31,33,0.000939,Rex Corrigan
1977-1978,492825,16,16,8.2e-05,Tess Sagar
1977-1978,492820,16,16,8.2e-05,Wendy Oliver
1977-1978,255632,7,7,0.00519,Alan Wylie
1977-1978,429540,5,5,0.0,Kevin Manser
1977-1978,427862,8,8,0.003107,Kym Goldsworthy
1977-1978,3640,5,5,0.000184,Nicholas Papademetriou
1977-1978,492805,17,17,8.2e-05,Angela Cockburn
1977-1978,246577,17,17,8.2e-05,Annette Oliver
1977-1978,492838,17,17,8.2e-05,Barbara Hannan
1977-1978,492808,17,17,8.2e-05,Brigita Saiva
1977-1978,492836,17,17,8.2e-05,Chris Green
1977-1978,492835,17,17,8.2e-05,Joan Denniss
1977-1978,492837,17,17,8.2e-05,Judy Davidson
1977-1978,460974,17,17,8.2e-05,Lesley Edser
1977-1978,228676,17,17,8.2e-05,Mary Eaton
1977-1978,492795,17,17,8.2e-05,Nicholas Wolaszko
1977-1978,492839,17,17,8.2e-05,Stephen Worrall
1977-1978,492834,17,17,8.2e-05,Stuart Hearne
1977-1978,492794,17,17,8.2e-05,Susan Gandy
1977-1978,492796,17,17,8.2e-05,Tamas Bishops
1977-1978,492806,17,17,8.2e-05,Valda Gardiner
1977-1978,492841,19,19,0.0,Anna Thomas
1977-1978,5359,19,19,0.0,Brian Phillips OAM
1977-1978,214156,19,19,0.0,Calvin DeGrey
1977-1978,492852,19,19,0.0,Cathy Scott
1977-1978,492845,19,19,0.0,Christo Hayze
1977-1978,492853,19,19,0.0,Colin Berkinshaw
1977-1978,4916,19,19,0.0,David Cohen
1977-1978,401221,19,19,0.0,David Lamb
1977-1978,492843,19,19,0.0,Garry Rowe
1977-1978,492854,19,19,0.0,John Richardson
1977-1978,492844,19,19,0.0,Katrina Valenburg
1977-1978,492848,19,19,0.0,Leigh Jayne Welsh
1977-1978,492842,19,19,0.0,Lester Bishop
1977-1978,492857,19,19,0.0,Paul Welcone
1977-1978,492850,19,19,0.0,Rhonda Berkinshaw
1977-1978,492847,19,19,0.0,Richard Kodet
1977-1978,492856,19,19,0.0,Robert Wing
1977-1978,492855,19,19,0.0,Rod Starr
1977-1978,492851,19,19,0.0,Therese Moran
1977-1978,492846,19,19,0.0,Vicki O'Neile
1977-1978,492864,5,5,0.0,Anthony Ristuccia
1977-1978,492862,5,5,0.0,Elizabeth Wyburn
1977-1978,488893,5,5,0.0,Mark Hopkins
1977-1978,492863,5,5,0.0,Mark McCloskey
1977-1978,488891,5,5,0.0,Mark Pearman
1977-1978,488889,5,5,0.0,Michael Giles
1977-1978,405773,6,6,0.0,Ann Sidney
1977-1978,492927,6,6,0.0,Deryck Guyler
1977-1978,492928,6,6,0.0,Digby Thomas
1977-1978,492926,6,6,0.0,Hattie Jacques
1977-1978,226845,6,6,0.0,Peter Meredith
1977-1978,237730,6,6,0.0,Tony Reagan
1977-1978,493932,4,4,0.0,Alan Norman
1977-1978,227041,4,4,0.0,Julie Fullerton
1977-1978,491476,4,4,0.0,Kay Powell
1977-1978,493935,4,4,0.0,Adela St Clare
1977-1978,3500,4,4,0.0,Clive Marshall
1977-1978,548,4,4,0.0,Frank Garfield
1977-1978,477749,4,4,0.0,Robert Quilter
1977-1978,245539,4,4,0.0,Laura Gabriel
1977-1978,8006,4,4,0.0,Paul Chubb
1977-1978,447518,4,4,0.0,Richmond Young
1977-1978,483169,4,4,0.0,Steven Sacks
1977-1978,494140,4,4,0.0,Susan Asquith
1977-1978,479965,3,3,0.0,Alyssa Hittman
1977-1978,494329,3,3,0.0,Michael Procanin
1977-1978,248174,5,6,0.000257,Graeme Bassett
1977-1978,430440,3,3,1e-06,Graeme Richards
1977-1978,464627,11,11,0.0,Allen Terrie
1977-1978,494395,11,11,0.0,Bob Mansbridge
1977-1978,416061,11,11,0.0,Bruce Bauer
1977-1978,233204,11,11,0.0,Iris Shand
1977-1978,462767,11,11,0.0,Jenny Grayson 
1977-1978,494398,11,11,0.0,Kenneth Gordon-Wickins
1977-1978,494394,11,11,0.0,Peter James
1977-1978,494396,11,11,0.0,Ray Burgess
1977-1978,416066,11,11,0.0,Rosetta Jeannes
1977-1978,3808,11,11,0.0,Scott Smith
1977-1978,494397,11,11,0.0,Sybilla Kizmik
1977-1978,404038,1,1,0.0,Jason Wheatley
1977-1978,244403,1,1,0.0,Ray Richardson
1977-1978,231141,0,0,0.0,Ken Moffat
1977-1978,414187,13,13,2e-06,Kathleen Moore
1977-1978,236211,13,13,2e-06,Neville Grave
1977-1978,6836,13,13,2e-06,Neville Wilkie
1977-1978,243141,13,13,2e-06,Robert Mitchell
1977-1978,234140,13,13,2e-06,Russell Smith
1977-1978,492881,4,4,0.0,Campion Neville
1977-1978,500104,4,4,0.0,Michelle Palmer
1977-1978,234859,0,0,0.0,John Howitt
1977-1978,236507,1,1,0.0,Carolyn Burns
1977-1978,594042,1,1,0.0,Catherine Syme
1977-1978,41,0,0,0.0,Simon Phillips
1977-1978,594045,1,1,0.0,Iain Girven
1977-1978,594044,1,1,0.0,Wendy Ross
1977-1978,605055,3,3,0.0,Damian Corrigan
1977-1978,226986,3,3,0.0,Denise Otto
1978-1979,242167,42,56,0.000544,Alan Haywood
1978-1979,3783,20,20,5.3e-05,Barry Quin
1978-1979,474854,20,20,5.3e-05,Clive Johnstone
1978-1979,474848,20,20,5.3e-05,Colum Gallivan
1978-1979,474853,20,20,5.3e-05,Elliott Cooper
1978-1979,245995,22,36,1e-06,Jeannette Sterke
1978-1979,474852,22,36,1e-06,Jessica Turner
1978-1979,474849,22,36,1e-06,John Newton
1978-1979,233033,22,36,1e-06,John Patrick
1978-1979,9923,22,36,1e-06,June Jago
1978-1979,225758,22,36,1e-06,Keith Michell
1978-1979,474851,22,36,1e-06,Michael Boothe
1978-1979,2220,22,36,1e-06,Nyree Dawn Porter
1978-1979,474845,22,36,1e-06,Paul Maxwell
1978-1979,441258,22,36,1e-06,Peter Sugden
1978-1979,474847,22,36,1e-06,Philip Anthony
1978-1979,474850,22,36,1e-06,Rex Robinson
1978-1979,403371,20,20,5.3e-05,Richard Cornish
1978-1979,474855,20,20,5.3e-05,Roberta Symes
1978-1979,225544,22,36,1e-06,Roy Dotrice
1978-1979,474856,22,36,1e-06,Sir Tony Robinson
1978-1979,474846,16,16,5.3e-05,Jo Warne
1978-1979,474857,16,16,5.3e-05,Nigel Stock
1978-1979,3025,65,72,0.015042,Judi Farr
1978-1979,542,39,43,0.027723,Robyn Nevin
1978-1979,5338,13,19,4e-05,Trevor Kent
1978-1979,4524,51,51,0.005933,Alan Tobin
1978-1979,3393,64,78,0.019848,Barry Otto
1978-1979,225762,7,7,8.9e-05,Louise Rush
1978-1979,4990,13,17,6.2e-05,Raymond Duparc
1978-1979,2393,13,17,6.2e-05,Russell Kiefel
1978-1979,225767,17,17,0.003854,Graeme Ratcliffe
1978-1979,835,65,68,0.008606,Jon Ewing
1978-1979,225050,31,35,0.001979,Judy Nunn
1978-1979,225431,39,46,0.020343,Kate Fitzpatrick
1978-1979,3026,22,31,0.001116,Peter Rowley
1978-1979,225766,10,10,9.1e-05,Ron Ratcliff
1978-1979,480,13,21,3e-05,Barry Creyton
1978-1979,6925,8,14,2e-06,Carmen Duncan
1978-1979,1746,16,16,0.005322,Jacki Weaver
1978-1979,225006,20,33,0.00068,Ron Haddrick
1978-1979,1514,24,31,0.00525,Ruth Cracknell
1978-1979,6684,8,14,2e-06,Shane Porteous
1978-1979,226910,12,14,0.001313,Gaye Poole
1978-1979,243253,28,30,0.001659,Alex Pope
1978-1979,232049,13,13,4e-06,Doris Goddard
1978-1979,227179,13,13,4e-06,Gordon Lishman
1978-1979,2729,13,13,4e-06,Lorna Lesley
1978-1979,4950,23,23,0.001699,Lynne Murphy
1978-1979,3198,31,32,0.012852,Maggie Kirkpatrick
1978-1979,245208,13,13,4e-06,Mark Hembrow
1978-1979,3833,17,17,0.003572,Max Phipps
1978-1979,2328,28,30,0.001659,Peter Fisher
1978-1979,2349,13,13,4e-06,Prue Bassett
1978-1979,225779,13,13,4e-06,Roger Carroll
1978-1979,3994,50,57,0.029267,Ronald Falk
1978-1979,245684,42,58,0.02035,Tony Zeane
1978-1979,3396,25,25,0.003539,Colleen Clifford
1978-1979,243257,17,17,1.7e-05,Ed Thompson
1978-1979,3914,17,17,1.7e-05,Gary Files
1978-1979,491982,17,17,1.7e-05,Helen Benbow
1978-1979,491983,17,17,1.7e-05,Joyce Jacobs
1978-1979,2340,42,42,0.007768,Maggie Dence
1978-1979,225790,20,22,0.001001,Margot Lloyd
1978-1979,240076,17,17,1.7e-05,Marie Lloyd
1978-1979,3776,17,17,1.7e-05,Michele Fawdon
1978-1979,227834,17,17,1.7e-05,Patrick Rowe
1978-1979,235459,17,17,1.7e-05,Walter Plinge
1978-1979,225788,24,24,0.001613,Willie Fennell
1978-1979,2680,11,11,0.002051,Berys Marsh
1978-1979,225806,20,20,0.001013,Brian Hinselwood
1978-1979,4480,19,21,0.003535,Faye Donaldson
1978-1979,225810,8,8,0.0,Gai Smith
1978-1979,225538,8,8,0.0,John Hamblin
1978-1979,4601,8,8,0.0,June Salter
1978-1979,225805,8,8,0.0,Kay Eklund
1978-1979,2679,8,8,0.0,Kay Kelton
1978-1979,4200,22,22,0.007389,Matthew O'Sullivan
1978-1979,225813,12,12,8e-06,Aileen Britton
1978-1979,225081,12,12,8e-06,Alexander Hay
1978-1979,225332,72,89,0.027915,Drew Forsythe
1978-1979,2566,19,19,0.000856,Frank Wilson
1978-1979,1186,31,31,0.00707,George Shevtsov
1978-1979,639,34,34,0.003293,John Bell
1978-1979,3891,70,82,0.012998,John McTernan
1978-1979,225817,56,58,0.017809,Mary-Lou Stewart
1978-1979,2284,42,42,0.034278,Norman Kaye
1978-1979,225812,55,56,0.007417,Peter Carroll AM
1978-1979,459,20,23,0.000641,Robert Hewett
1978-1979,2602,61,62,0.012885,Ron Hackett
1978-1979,622,43,48,0.014601,Tony Sheldon
1978-1979,225819,1,1,0.0,Liv Ullmann
1978-1979,225821,1,1,0.0,Michael Pate
1978-1979,601,36,38,0.010911,Alan Becher
1978-1979,467026,11,11,5e-06,Anthony Ingersent
1978-1979,225579,21,23,0.002069,Bill Charlton
1978-1979,2471,11,11,5e-06,Bob Hornery
1978-1979,225565,19,19,0.012331,Dennis Scott
1978-1979,225149,21,23,0.002069,Frank Lloyd
1978-1979,2363,27,29,0.002863,Malcolm Keith
1978-1979,2281,37,38,0.006413,Robert Alexander
1978-1979,3497,27,29,0.002863,Robert Davis
1978-1979,225173,11,11,5e-06,Rod Williams 
1978-1979,3196,25,25,0.00278,Simon Burke AO
1978-1979,225064,3,3,0.0,Bill Farley
1978-1979,5290,3,3,0.0,John Murphy
1978-1979,225259,3,3,0.0,Paula Wilcox
1978-1979,225684,3,3,0.0,Trevor Prior
1978-1979,6216,3,3,0.0,Kris McQuade
1978-1979,2442,3,3,0.0,Robin Ramsay
1978-1979,225627,3,3,0.0,Tony Llewellyn-Jones
1978-1979,2598,21,22,0.004238,Benjamin Franklin
1978-1979,2445,7,7,0.0,Carole Skinner
1978-1979,225557,18,19,0.000436,Hugh Keays-Byrne
1978-1979,225727,7,7,0.0,Ray Anderson
1978-1979,225654,15,15,0.001882,Suzanne Roylance
1978-1979,3594,25,26,0.004934,Henri Szeps
1978-1979,6740,28,30,0.00655,Kerry Walker
1978-1979,2323,9,9,0.000284,Brandon Burke
1978-1979,2348,27,29,0.014872,Brian Young
1978-1979,2287,35,35,0.010403,Gillian Jones
1978-1979,2365,24,25,0.005537,Helen Morse
1978-1979,430166,7,7,0.0,Louis Brown
1978-1979,225054,7,7,0.0,Margo Lee
1978-1979,225076,17,17,0.001604,Tom Farley
1978-1979,225843,1,1,0.0,Pierre Emery
1978-1979,225038,38,42,0.006431,Anna Volska
1978-1979,6834,14,15,0.001177,Jennifer McGregor
1978-1979,2977,3,3,2e-06,Nick Enright
1978-1979,225124,5,5,9e-06,Janice Finn
1978-1979,3372,5,5,9e-06,Margaret Cameron
1978-1979,2335,30,32,0.01231,Paul Bertram
1978-1979,225467,16,17,0.000314,Ralph Cotterill
1978-1979,225896,5,5,9e-06,Richard Collins
1978-1979,225796,36,37,0.021597,Claire Crowther
1978-1979,227525,53,182,0.04552,Geoffrey Clendon
1978-1979,541,15,17,0.001389,Jennifer Claire
1978-1979,922,40,44,0.019302,John Gaden AO
1978-1979,4019,25,29,0.004102,John Paramor
1978-1979,6035,9,9,1.3e-05,Judy Davis
1978-1979,3657,12,13,0.000318,Peter Corbett
1978-1979,226921,9,9,1.3e-05,Tim Hughes
1978-1979,4930,2,4,0.0,Basia Bonkowski
1978-1979,3993,2,5,0.0,David Argue
1978-1979,2711,13,16,0.002341,John Clayton
1978-1979,774,2,3,0.001169,Robyn Archer
1978-1979,3075,1,1,0.0,Don Bridges
1978-1979,8146,4,4,7e-06,Ross Skiffington
1978-1979,227963,16,19,0.004619,Allan Chapple
1978-1979,3777,23,29,0.002991,Barry Lovett
1978-1979,1837,10,10,0.0,George Whaley
1978-1979,227642,10,10,0.0,Glenn Mason
1978-1979,2218,10,10,0.0,Lewis Fitz-Gerald
1978-1979,225733,10,10,0.0,Martin Phelan
1978-1979,6519,10,10,0.0,Mary Haire
1978-1979,226959,10,10,0.0,Shane Withington
1978-1979,491937,10,10,0.0,Tom Nichols
1978-1979,225370,10,10,0.0,Walter Pym
1978-1979,225977,17,17,0.009796,Elizabeth Lancaster
1978-1979,2433,61,64,0.030334,Maggie Blinco
1978-1979,226979,11,11,1.6e-05,Robert Levis
1978-1979,566441,11,11,0.0,Evan Hughes
1978-1979,3947,11,11,0.0,Janet Stanley
1978-1979,566440,11,11,0.0,Jo Clark
1978-1979,231171,11,11,0.0,Lisa Taylor
1978-1979,230136,11,11,0.0,Mark Ferguson
1978-1979,566437,11,11,0.0,Naomi Star
1978-1979,429703,11,11,0.0,Nell Jones
1978-1979,566438,11,11,0.0,Sandra Jones
1978-1979,243608,11,11,0.0,Stuart Wilson
1978-1979,3472,11,11,0.0,Victoria Longley
1978-1979,566439,11,11,0.0,Yvette Slomovits
1978-1979,504117,11,11,0.0,Zelda Smythe
1978-1979,228470,19,19,0.001255,Bronwyn Fullerton
1978-1979,228471,2,2,0.0,Deborah Trengove
1978-1979,613,18,18,0.002185,Katherine Thomson
1978-1979,228681,0,0,0.0,Chris Langham
1978-1979,3379,52,63,0.036783,Harold Jones
1978-1979,227795,41,57,0.004202,Michael Ross
1978-1979,227005,5,5,1.8e-05,Rosalind Speirs
1978-1979,227636,20,21,0.012662,Ross Hohnen
1978-1979,228732,15,15,0.017091,Rouna Daley
1978-1979,214347,18,18,0.002428,Martin Vaughan
1978-1979,226153,32,33,0.014507,Michael Smith
1978-1979,228741,3,3,4e-06,Nick Hedstrom
1978-1979,227573,18,19,0.000802,Patricia Jones
1978-1979,2443,5,5,2e-06,Don Reid
1978-1979,228744,5,5,2e-06,Joanne Dawson
1978-1979,227643,58,71,0.013726,John Hageman
1978-1979,4020,21,22,0.001233,Judy Ferris
1978-1979,228745,20,21,0.000287,Maggie Platt
1978-1979,2516,10,15,0.000223,Ron Graham
1978-1979,353,5,5,0.000219,Angela Bennie
1978-1979,227634,29,37,0.005865,Anne E Morgan
1978-1979,227647,2,2,0.0,Roslyn Forrest
1978-1979,2771,23,24,0.001506,Anthony Auckland
1978-1979,227995,31,38,0.004219,Bronwen Phillips
1978-1979,228770,19,23,0.000427,Heather Hyde
1978-1979,227644,18,23,0.000305,Hugh Scales
1978-1979,228789,11,14,2.7e-05,Jeff Williams
1978-1979,228787,9,9,1.7e-05,Kim McClymont
1978-1979,5137,34,37,0.004968,Mark Wilkinson
1978-1979,227998,40,56,0.003126,Richard Hughes
1978-1979,228788,17,17,0.000204,Tiui Kiiver
1978-1979,228793,16,16,7e-06,Angelo Kalivas
1978-1979,4478,38,41,0.005935,Brett Ahern
1978-1979,228796,16,16,7e-06,Christine Briggs
1978-1979,228791,16,16,7e-06,Frances Tyrie
1978-1979,227645,36,40,0.00624,Frank Haines
1978-1979,513,21,21,0.001175,Gary Baxter
1978-1979,227640,16,16,7e-06,Linda Blumer
1978-1979,228134,16,16,7e-06,Mark Reid
1978-1979,6119,16,16,7e-06,Nick Spartalis
1978-1979,228792,16,16,7e-06,Robert Bolton
1978-1979,228795,16,16,7e-06,Robert Russell
1978-1979,228289,20,21,0.000391,Zdenka Govaers
1978-1979,3596,32,37,0.009599,George Leppard
1978-1979,228503,12,14,0.000148,Lucy Charles
1978-1979,228414,9,9,5e-06,Matthew Salotti
1978-1979,3686,44,55,0.012395,Shaunna O'Grady
1978-1979,228416,9,9,5e-06,Suzie Stephens
1978-1979,3725,19,21,0.000504,Tony Martin
1978-1979,228839,5,5,2e-06,Sascha Stephens
1978-1979,247765,1,1,0.0,Jennie Dibley
1978-1979,225605,1,1,0.0,Ron Rodger
1978-1979,230032,15,15,0.001222,Anthony Martin
1978-1979,491924,12,12,2e-06,Jerry Luxembourg
1978-1979,227685,16,16,0.001498,Jyoti Mukherjee
1978-1979,5388,12,12,2e-06,Kate Peters
1978-1979,491925,12,12,2e-06,Richard Paulger
1978-1979,491926,12,12,2e-06,Robert Marriott
1978-1979,251547,23,23,0.012726,Stephen Brown
1978-1979,243199,12,12,2e-06,Terry Meller
1978-1979,230177,45,45,0.021515,Villy Williamson
1978-1979,2209,0,0,0.0,Beverley Blankenship
1978-1979,232267,7,7,0.0,Amanda Irving
1978-1979,4300,7,7,0.0,David Ravenswood
1978-1979,232269,7,7,0.0,Gavin Hamilton
1978-1979,3641,7,7,0.0,George Spartels
1978-1979,1775,7,7,0.0,John Waters
1978-1979,229478,7,7,0.0,Leigh Rowles
1978-1979,231821,7,7,0.0,Max Bruch
1978-1979,225405,45,48,0.015527,Arthur Dignam
1978-1979,1976,12,12,2e-06,Doug Parkinson
1978-1979,2326,19,20,0.001762,Geraldine Turner OAM
1978-1979,232290,12,12,2e-06,Graham Lowndes
1978-1979,232288,12,12,2e-06,Jeremy Paul
1978-1979,6865,12,12,2e-06,Linda Nagle
1978-1979,613639,12,12,2e-06,Ms Beverley Evans
1978-1979,232286,12,12,2e-06,Nick Turbin
1978-1979,232289,12,12,2e-06,Paul Smyth
1978-1979,232287,12,12,2e-06,Ric Herbert
1978-1979,232292,12,12,2e-06,Robert McKell
1978-1979,226000,12,12,2e-06,Stephen Thomas
1978-1979,232291,12,12,2e-06,Timothy Bean
1978-1979,237463,3,3,0.0,Elizabeth Caiacob
1978-1979,4296,9,9,0.0035,Eric Sykes
1978-1979,240800,3,3,0.0,Jimmy Edwards
1978-1979,240801,3,3,0.0,Joan Young
1978-1979,1340,6,6,0.0,Amanda Muggleton
1978-1979,4298,6,6,0.0,Jack Smethurst
1978-1979,435186,6,6,0.0,Lois Ramsey
1978-1979,240808,6,6,0.0,Nina Baden-Semper
1978-1979,242511,6,6,0.0,Roland Rocchiccioli
1978-1979,246086,6,6,0.0,Ron Shand
1978-1979,240807,6,6,0.0,Rudolph Walker
1978-1979,225143,7,7,0.0,Anne Haddy
1978-1979,229846,7,7,0.0,Carole Cook
1978-1979,249649,7,7,0.0,Caz Lederman
1978-1979,228326,15,15,0.001598,Don Swonnell
1978-1979,3131,7,7,0.0,Donald MacDonald
1978-1979,3044,18,19,0.00905,Patrick Ward
1978-1979,3398,7,7,0.0,Tom Oliver
1978-1979,230176,5,5,1.5e-05,Kathie Thomson
1978-1979,255287,3,3,0.0,Al Grassby
1978-1979,255286,3,3,0.0,Bobbi Sykes
1978-1979,3733,49,49,0.009298,"Hayes Gordon AO, OBE"
1978-1979,226639,6,6,0.0035,Kenneth Laird
1978-1979,255296,2,2,0.0,Arthur Fotiadis
1978-1979,255297,2,2,0.0,Peter Kocan
1978-1979,258263,0,0,0.0,Quentin Crisp
1978-1979,260792,2,2,0.0,Anne O'Halloran
1978-1979,5010,2,2,0.0,Elizabeth Kemp
1978-1979,260885,2,2,0.0,Helen Strachan
1978-1979,260242,11,13,0.004064,Anne Evers
1978-1979,243596,8,8,0.008891,Charles Zara
1978-1979,260269,4,4,0.0,John Meaney
1978-1979,227621,51,56,0.037569,John Warnock
1978-1979,260801,4,4,0.0,Philip Ritchie
1978-1979,260072,2,2,4e-05,Brian Donovan
1978-1979,260893,9,10,2.9e-05,Michael Beecher
1978-1979,260895,2,2,0.0,Jille Forsythe
1978-1979,227625,2,2,0.0,Ray Ainsworth
1978-1979,255831,2,2,0.0,John Bush
1978-1979,231179,2,2,0.0,May Pusey
1978-1979,225133,10,10,0.002377,Michael Bowie
1978-1979,258372,3,3,0.0,Anthony Hayes
1978-1979,260659,7,7,0.002598,Gregory Fry
1978-1979,260479,6,6,6.1e-05,Marlene Horsell
1978-1979,226993,3,3,0.0,Nat Nixon
1978-1979,260900,7,8,0.004662,Charlotte Wicks
1978-1979,260901,2,2,0.000778,Ian Rose
1978-1979,247600,4,5,0.00117,Lindsay Carr
1978-1979,260902,1,1,0.0,Peter Mansor
1978-1979,400346,8,9,0.000432,Catherine Bray
1978-1979,247604,13,17,0.005053,Edward Lansdowne
1978-1979,400347,6,6,4.7e-05,Jeremy Thomson
1978-1979,226805,11,16,0.001214,Michele Chapple
1978-1979,227639,6,6,4.7e-05,Rosane Dunn
1978-1979,247605,6,6,4.7e-05,Tracey Lee
1978-1979,227900,10,13,0.000901,Virginia Portingale
1978-1979,459001,24,28,0.000101,Lamberto Furlan
1978-1979,402377,23,23,0.002857,Lone Koppel Winther
1978-1979,475865,44,61,0.000288,Margreta Elkins
1978-1979,479793,4,4,0.0,Orianna Santunione
1978-1979,233493,38,54,0.000147,Robert Edward Joseph Allman AM OBE
1978-1979,203353,53,91,0.000153,Donald Shanks
1978-1979,260540,29,43,2.4e-05,Henri Wilden
1978-1979,476550,45,60,0.000212,Isobel Buchanan
1978-1979,254276,7,7,1e-06,James Morris
1978-1979,6145,20,29,8e-06,Joan Carden
1978-1979,10206,34,38,0.000192,Lyndon Terracini
1978-1979,233774,60,101,0.000319,Neil Warren-Smith
1978-1979,495818,10,10,2e-06,Edward Linklater
1978-1979,231797,64,118,0.000239,Gordon Wilcock
1978-1979,4285,59,112,0.007437,Gregory Yurisich
1978-1979,4542,48,69,0.000181,Jennifer Bermingham
1978-1979,260048,58,98,0.007523,Joseph Grunfelder
1978-1979,409158,22,24,3.4e-05,Leona Mitchell
1978-1979,235533,62,124,0.000181,Robert Eddie
1978-1979,4543,30,34,9.1e-05,Rosemary Gunn
1978-1979,250536,19,23,2e-05,Trevor Brown
1978-1979,260541,32,46,3e-05,Donald Solomon
1978-1979,256645,14,14,0.000278,Eilene Hannan
1978-1979,530137,14,14,0.000278,Fay D'Elmaine
1978-1979,240670,26,28,0.001016,Glenys Fowles
1978-1979,6873,66,152,0.002031,Graeme Ewer
1978-1979,231837,32,52,0.001202,Grant Dickson
1978-1979,203320,53,89,0.003013,John Pringle
1978-1979,495819,36,43,0.000134,Melinda Sharmen
1978-1979,258136,25,32,0.000753,Ms Nance Grant AM MBE
1978-1979,488711,27,27,0.001797,Narelle Davidson
1978-1979,225826,45,73,0.002227,Ronald Maconaghie
1978-1979,226885,55,83,0.070204,Rosina Raisbeck
1978-1979,257537,36,55,4.7e-05,Clifford Grant
1978-1979,488635,33,37,0.002259,Etela Piha
1978-1979,6875,54,115,0.00169,Heather Begg
1978-1979,258640,38,63,7.2e-05,Joan Sutherland
