window,contributor_id,degree,weighted_degree,betweenness,name
1978-1979,401808,44,73,7.8e-05,Paul Ferris
1978-1979,227031,40,64,6.5e-05,Ron Stevens
1978-1979,240221,54,97,0.001803,Alan Light
1978-1979,495889,16,31,0.0,Allen Cathcart
1978-1979,4286,32,58,1.4e-05,Gregory Dempsey
1978-1979,239278,69,136,0.000327,John Germain
1978-1979,235529,26,44,0.000479,Kevin Mills
1978-1979,479696,46,85,0.001767,Lesley Stender
1978-1979,5208,41,71,7.2e-05,Marilyn Richardson
1978-1979,495890,16,31,0.0,Norman Bailey
1978-1979,463739,51,112,5.8e-05,Pieter van der Stolk
1978-1979,246221,41,63,0.001339,Raymond Myers
1978-1979,259505,30,52,0.000808,Reginald Byers
1978-1979,4541,57,109,0.002446,Robert Gard
1978-1979,6144,54,93,0.002371,Anson Austin
1978-1979,225828,50,91,0.001862,Cynthia Johnston
1978-1979,203359,54,103,0.007131,Graeme Macfarlane
1978-1979,495891,9,9,6e-06,Kiri te Kanawa
1978-1979,240106,30,34,0.001519,Donald Smith
1978-1979,233501,36,45,0.0001,Elizabeth Fretwell
1978-1979,2294,35,41,0.002048,John Shaw
1978-1979,236288,8,8,9.5e-05,Robin Donald
1978-1979,495892,14,14,6e-06,James Bowman
1978-1979,495893,14,14,6e-06,Jonathan Hyde
1978-1979,401358,43,65,0.004743,Rhonda Bruce
1978-1979,10227,3,3,0.0,Carol Burns
1978-1979,1002,47,47,0.014189,Nancye Hayes AM
1978-1979,215,15,15,0.004353,Pat Bishop
1978-1979,2501,27,27,0.017029,Vivienne Garrett
1978-1979,433525,9,10,1.2e-05,Andrea Gillam
1978-1979,4467,4,4,0.0,Kristoffer Greaves
1978-1979,251825,11,12,3.7e-05,Maureen Mcgrath
1978-1979,490180,4,4,0.0,Michele
1978-1979,251823,5,5,1.4e-05,Mike Mullins
1978-1979,2573,6,6,0.0,John Baylis
1978-1979,433532,6,6,0.0,Melissa Crogan
1978-1979,433530,6,6,0.0,Michéle Blanchard
1978-1979,433534,6,6,0.0,Steven McCloskey
1978-1979,433535,6,6,0.0,Tom Grigg
1978-1979,247845,2,2,0.0,Don Ferguson
1978-1979,449591,2,2,0.0,Rhys Martin
1978-1979,494325,25,25,0.00129,Albert Cerreto
1978-1979,449774,29,45,6.6e-05,Anthony Barclay
1978-1979,250892,25,25,0.00129,Barry Hayes
1978-1979,243393,25,25,0.00129,Basil Thomas
1978-1979,243352,32,35,0.003596,Brett Nevill
1978-1979,487580,29,45,6.6e-05,Bruce Wilson
1978-1979,494324,25,25,0.00129,Craig Mooney
1978-1979,243387,28,28,0.00303,Debra May
1978-1979,260794,33,49,0.009349,Eric Bonanno
1978-1979,494320,29,45,6.6e-05,Gary Cruikshank
1978-1979,2981,29,45,6.6e-05,Genevieve Lemon
1978-1979,494321,29,45,6.6e-05,Greg Kelly
1978-1979,227027,39,59,0.004935,Hilary Larkum
1978-1979,3092,29,45,6.6e-05,Hugh Watson
1978-1979,235133,31,47,0.000776,Jeff Truman
1978-1979,494323,29,45,6.6e-05,Jim Wallace
1978-1979,261125,25,25,0.00129,John Roche
1978-1979,448493,25,25,0.00129,Julie Dunsmore
1978-1979,225818,45,62,0.01579,Justin Byrne
1978-1979,494322,29,45,6.6e-05,Kevin Grey
1978-1979,171,29,45,6.6e-05,Peter Barclay
1978-1979,473827,33,50,0.00092,Peter Pitcher
1978-1979,494317,29,45,6.6e-05,Robert Coutts
1978-1979,244810,29,45,6.6e-05,Robert Hittman
1978-1979,413905,25,25,0.00129,Stephen Richards
1978-1979,227985,35,38,0.015921,Matthew Larkum
1978-1979,494318,20,20,0.001279,Maureen Waghorn
1978-1979,494319,20,20,0.001279,Pauline Byrne
1978-1979,485825,20,20,0.001279,Scott Phillips
1978-1979,1973,13,13,0.000938,Julie McGregor
1978-1979,225660,8,8,7e-06,Neil Redfern
1978-1979,329,8,8,7e-06,Steve J Spears
1978-1979,245685,50,51,0.012173,Connie Hobbs
1978-1979,3781,32,35,0.002567,David Nettheim
1978-1979,447104,14,14,0.005833,Jane Hamilton
1978-1979,4614,23,24,0.005134,Ms Patricia Kennedy OBE
1978-1979,3277,0,0,0.0,Lyndal Jones
1978-1979,228608,0,0,0.0,Barry Humphries AO
1978-1979,246,1,1,0.0,Tony Strachan
1978-1979,495808,18,18,0.000456,Gail Harding
1978-1979,495807,18,18,0.000456,Jenny Dorman
1978-1979,4264,18,18,0.000456,Joanne Canning
1978-1979,236940,18,18,0.000456,Michele Forbes
1978-1979,233279,18,18,0.000456,Rosetta Cook
1978-1979,495806,18,18,0.000456,Rudolfa Biasotto
1978-1979,227516,5,10,0.0,Claire Dobbin
1978-1979,5352,5,10,0.0,Elizabeth Drake
1978-1979,3291,5,10,0.0,Evelyn Krape
1978-1979,962,5,10,0.0,Robert Meldrum
1978-1979,2766,5,10,0.0,Sue Ingleton
1978-1979,543,14,19,0.005833,Tony Taylor
1978-1979,4367,25,30,0.003936,Ivar Kants
1978-1979,225948,5,10,0.0,Jeff Ashby
1978-1979,245131,49,178,0.003746,Andrea Kelland
1978-1979,489288,5,5,0.0,Ann Haden
1978-1979,421812,38,38,0.008856,Geoffrey Usher
1978-1979,489289,5,5,0.0,Greg O'Connor
1978-1979,489290,5,5,0.0,Jean Hadgraft
1978-1979,489252,5,5,0.0,Margaret Roberts
1978-1979,821,0,0,0.0,Leonard Teale
1978-1979,415483,16,16,7.6e-05,Brian Wood
1978-1979,492821,16,16,7.6e-05,Brick Collins
1978-1979,492827,16,16,7.6e-05,Carlo Vitale
1978-1979,492824,16,16,7.6e-05,David McPherson
1978-1979,458801,31,33,8.6e-05,Fred Waski
1978-1979,233986,16,16,7.6e-05,Geoffrey Winterton
1978-1979,492823,16,16,7.6e-05,Glenn Kelly
1978-1979,492819,16,16,7.6e-05,Jack Nicholas
1978-1979,492828,16,16,7.6e-05,Jenny Rogers
1978-1979,492826,16,16,7.6e-05,Ken Hetherington
1978-1979,226850,16,16,7.6e-05,Leonard Lee
1978-1979,232252,16,16,7.6e-05,Mariette Rups
1978-1979,492822,16,16,7.6e-05,Nerryl Wyatt
1978-1979,246578,31,33,8.6e-05,Rex Corrigan
1978-1979,492825,16,16,7.6e-05,Tess Sagar
1978-1979,492820,16,16,7.6e-05,Wendy Oliver
1978-1979,255632,15,18,0.002845,Alan Wylie
1978-1979,2053,5,5,0.0,Gary Young OAM
1978-1979,429540,8,9,8.8e-05,Kevin Manser
1978-1979,427862,8,8,0.001032,Kym Goldsworthy
1978-1979,460960,8,9,8.8e-05,Raymond Nock
1978-1979,227045,46,54,0.00802,Brian Harrison
1978-1979,3640,19,23,0.005085,Nicholas Papademetriou
1978-1979,492805,17,17,7.6e-05,Angela Cockburn
1978-1979,246577,17,17,7.6e-05,Annette Oliver
1978-1979,492838,17,17,7.6e-05,Barbara Hannan
1978-1979,492808,17,17,7.6e-05,Brigita Saiva
1978-1979,492836,17,17,7.6e-05,Chris Green
1978-1979,492835,17,17,7.6e-05,Joan Denniss
1978-1979,492837,17,17,7.6e-05,Judy Davidson
1978-1979,460974,17,17,7.6e-05,Lesley Edser
1978-1979,228676,17,17,7.6e-05,Mary Eaton
1978-1979,492795,17,17,7.6e-05,Nicholas Wolaszko
1978-1979,492839,17,17,7.6e-05,Stephen Worrall
1978-1979,492834,17,17,7.6e-05,Stuart Hearne
1978-1979,492794,17,17,7.6e-05,Susan Gandy
1978-1979,492796,17,17,7.6e-05,Tamas Bishops
1978-1979,492806,17,17,7.6e-05,Valda Gardiner
1978-1979,492841,19,19,0.0,Anna Thomas
1978-1979,5359,19,19,0.0,Brian Phillips OAM
1978-1979,214156,19,19,0.0,Calvin DeGrey
1978-1979,492852,19,19,0.0,Cathy Scott
1978-1979,492845,19,19,0.0,Christo Hayze
1978-1979,492853,19,19,0.0,Colin Berkinshaw
1978-1979,4916,19,19,0.0,David Cohen
1978-1979,401221,19,19,0.0,David Lamb
1978-1979,492843,19,19,0.0,Garry Rowe
1978-1979,492854,19,19,0.0,John Richardson
1978-1979,492844,19,19,0.0,Katrina Valenburg
1978-1979,492848,19,19,0.0,Leigh Jayne Welsh
1978-1979,492842,19,19,0.0,Lester Bishop
1978-1979,492857,19,19,0.0,Paul Welcone
1978-1979,492850,19,19,0.0,Rhonda Berkinshaw
1978-1979,492847,19,19,0.0,Richard Kodet
1978-1979,492856,19,19,0.0,Robert Wing
1978-1979,492855,19,19,0.0,Rod Starr
1978-1979,492851,19,19,0.0,Therese Moran
1978-1979,492846,19,19,0.0,Vicki O'Neile
1978-1979,492864,5,5,0.0,Anthony Ristuccia
1978-1979,492862,5,5,0.0,Elizabeth Wyburn
1978-1979,488893,5,5,0.0,Mark Hopkins
1978-1979,492863,5,5,0.0,Mark McCloskey
1978-1979,488891,5,5,0.0,Mark Pearman
1978-1979,488889,5,5,0.0,Michael Giles
1978-1979,405773,6,6,0.0,Ann Sidney
1978-1979,492927,6,6,0.0,Deryck Guyler
1978-1979,492928,6,6,0.0,Digby Thomas
1978-1979,492926,6,6,0.0,Hattie Jacques
1978-1979,226845,10,10,0.01073,Peter Meredith
1978-1979,237730,6,6,0.0,Tony Reagan
1978-1979,493932,4,4,0.0,Alan Norman
1978-1979,227041,4,4,0.0,Julie Fullerton
1978-1979,491476,4,4,0.0,Kay Powell
1978-1979,246003,7,8,6e-06,Neil Bryant
1978-1979,227877,7,8,6e-06,Noel Brophy
1978-1979,493935,4,4,0.0,Adela St Clare
1978-1979,227891,4,4,0.0,Beryl Cheers
1978-1979,3500,4,4,0.0,Clive Marshall
1978-1979,548,4,4,0.0,Frank Garfield
1978-1979,477749,4,4,0.0,Robert Quilter
1978-1979,245539,9,13,6.8e-05,Laura Gabriel
1978-1979,8006,19,20,0.007415,Paul Chubb
1978-1979,447518,13,15,0.003334,Richmond Young
1978-1979,483169,30,41,0.035154,Steven Sacks
1978-1979,494140,14,23,0.001763,Susan Asquith
1978-1979,479965,5,5,0.000676,Alyssa Hittman
1978-1979,494329,3,3,0.0,Michael Procanin
1978-1979,248174,5,6,0.000391,Graeme Bassett
1978-1979,430440,3,3,1e-06,Graeme Richards
1978-1979,464627,11,11,0.0,Allen Terrie
1978-1979,494395,11,11,0.0,Bob Mansbridge
1978-1979,416061,11,11,0.0,Bruce Bauer
1978-1979,233204,11,11,0.0,Iris Shand
1978-1979,462767,11,11,0.0,Jenny Grayson 
1978-1979,494398,11,11,0.0,Kenneth Gordon-Wickins
1978-1979,494394,11,11,0.0,Peter James
1978-1979,494396,11,11,0.0,Ray Burgess
1978-1979,416066,11,11,0.0,Rosetta Jeannes
1978-1979,3808,11,11,0.0,Scott Smith
1978-1979,494397,11,11,0.0,Sybilla Kizmik
1978-1979,404038,1,1,0.0,Jason Wheatley
1978-1979,244403,1,1,0.0,Ray Richardson
1978-1979,231141,5,6,0.001168,Ken Moffat
1978-1979,2610,26,30,0.040931,Dennis Olsen
1978-1979,414187,32,40,4e-05,Kathleen Moore
1978-1979,236211,35,40,0.000119,Neville Grave
1978-1979,6836,37,43,0.002016,Neville Wilkie
1978-1979,243141,13,13,0.000192,Robert Mitchell
1978-1979,234140,13,13,0.000192,Russell Smith
1978-1979,492881,16,16,0.001505,Campion Neville
1978-1979,4992,6,8,3.1e-05,Jack Webster
1978-1979,500104,4,4,9.7e-05,Michelle Palmer
1978-1979,456487,10,29,0.002328,Babe Bridges
1978-1979,452152,10,29,0.002328,Buster Noble
1978-1979,225205,23,41,0.011587,Gino Zancanaro
1978-1979,229032,6,24,0.0,Jenny Howard
1978-1979,405667,6,24,0.0,Marie Tysoe
1978-1979,432882,6,24,0.0,Nancye Bridges
1978-1979,233770,6,24,0.0,Rosalind Keene
1978-1979,234859,6,6,0.0,John Howitt
1978-1979,236507,1,1,0.0,Carolyn Burns
1978-1979,594042,1,1,0.0,Catherine Syme
1978-1979,41,0,0,0.0,Simon Phillips
1978-1979,594045,1,1,0.0,Iain Girven
1978-1979,594044,1,1,0.0,Wendy Ross
1978-1979,605055,3,3,0.0,Damian Corrigan
1978-1979,226986,3,3,0.0,Denise Otto
1978-1979,226623,10,10,6e-06,Alex Kovacs
1978-1979,2343,10,10,6e-06,Barbara Stephens
1978-1979,5256,10,10,6e-06,Gwen Plumb
1978-1979,225199,47,56,0.007663,James Condon
1978-1979,2280,27,28,0.013427,John Howard
1978-1979,225792,10,10,6e-06,Rachel Roberts 
1978-1979,225793,31,42,0.005483,Wallas Eaton
1978-1979,225448,12,12,1.5e-05,David Bracks
1978-1979,489466,12,12,1.5e-05,Jock McLachlan
1978-1979,225255,12,12,1.5e-05,Martin Harris
1978-1979,225307,20,24,0.001976,Nicolas Lyon
1978-1979,2138,12,12,1.5e-05,Terence Clarke
1978-1979,225518,9,9,0.000342,Graham Rouse
1978-1979,225217,22,22,0.010354,Stanley Walsh
1978-1979,225672,0,0,0.0,Ekkehard Schall
1978-1979,225455,3,3,1.2e-05,Sally Cahill
1978-1979,225844,23,23,0.002626,Don Crosby OAM
1978-1979,482,15,15,0.004666,Geoffrey Rush AC
1978-1979,226100,11,11,5e-06,John Smythe
1978-1979,225761,11,11,5e-06,Jon Blake
1978-1979,4651,17,17,0.002086,Julieanne Newbould
1978-1979,4500,11,11,5e-06,Noni Hazlehurst
1978-1979,3606,14,14,0.006421,Robert Menzies
1978-1979,226131,45,178,0.000233,Cigarette
1978-1979,226128,45,178,0.000233,Fifi L'Amour
1978-1979,226129,45,178,0.000233,Kevin English 
1978-1979,226127,5,5,6e-06,Martin Raphael
1978-1979,246635,45,178,0.000233,Michael Matou
1978-1979,226130,45,178,0.000233,Simon Reptile
1978-1979,4484,7,7,0.0,Carol Raye
1978-1979,2324,19,19,0.000986,Deborah Kennedy
1978-1979,1517,39,39,0.000706,Jennifer Hagan
1978-1979,2449,34,35,0.005337,Julie Hamilton
1978-1979,225058,7,7,0.0,Tony Ingersent
1978-1979,225731,15,15,5e-06,Chris Orchard
1978-1979,258115,15,15,5e-06,Ian Suddards
1978-1979,226157,23,24,0.001624,John Frawley
1978-1979,401446,15,15,5e-06,John Stone
1978-1979,226139,15,15,5e-06,Les Amussen
1978-1979,498995,15,15,5e-06,Nicholas Raschke
1978-1979,258862,15,15,5e-06,Paul Wentford
1978-1979,226140,27,27,0.010452,Sean Fonti
1978-1979,3990,15,15,5e-06,Stuart Campbell
1978-1979,4147,3,3,0.0,Edward Hepple
1978-1979,225422,3,3,0.0,Elizabeth Alexander
1978-1979,2288,3,3,0.0,John Stanton
1978-1979,3331,12,12,0.003521,Neil Fitzpatrick
1978-1979,225657,7,7,0.0,Bill Hunter
1978-1979,226146,7,7,0.0,Davy Frinces
1978-1979,225095,7,7,0.0,Jeanie Drynan
1978-1979,3565,33,34,0.004204,Julie Hudspeth
1978-1979,2487,7,7,0.0,Monroe Reimers
1978-1979,226147,7,7,0.0,Sandra Lee Paterson
1978-1979,3015,11,11,0.0005,Sean Scully
1978-1979,110,0,0,0.0,Bruce Myles
1978-1979,226582,14,14,4e-06,Angela Punch McGregor
1978-1979,2514,14,14,4e-06,Craig Ashley
1978-1979,226167,14,14,4e-06,Gerry Duggan
1978-1979,225595,14,14,4e-06,Keith Lee
1978-1979,226117,14,14,4e-06,Mel Gibson
1978-1979,621,14,14,4e-06,Peter Collingwood
1978-1979,3904,14,14,4e-06,Peter Kowitz
1978-1979,226168,18,18,0.003108,Sonja Tallis
1978-1979,2727,9,9,1.3e-05,Anne Byron
1978-1979,2984,9,9,1.3e-05,Valerie Bader
1978-1979,226165,19,19,0.000596,Alan Faulkner
1978-1979,4471,11,11,1e-06,Andrew James
1978-1979,226159,11,11,1e-06,Basil Clarke
1978-1979,226162,11,11,1e-06,Debbie Baile
1978-1979,4201,24,24,0.00382,John Sheerin
1978-1979,226163,11,11,1e-06,Lyn Collingwood
1978-1979,2308,11,11,1e-06,Robert van Mackelenberg
1978-1979,498,5,5,0.0,Andrew Lindsay
1978-1979,981,5,5,0.0,Ingle Knight
1978-1979,5029,8,8,0.004229,Rosemarie Lenzo
1978-1979,824,8,8,0.005822,Stuart Chalmers
1978-1979,227180,5,5,0.0,Susan Winter
1978-1979,227674,8,8,0.00032,Greg Radford
1978-1979,5358,6,6,0.001192,Len Kaserman
1978-1979,227675,33,38,0.007177,Sharon Flanagan
1978-1979,742,3,3,0.0,Suzanne Hawley
1978-1979,228759,33,39,0.003923,Craig Lambert
1978-1979,228768,16,19,0.000347,Damien Corrigan
1978-1979,228734,7,7,1e-06,Don Carter
1978-1979,227916,25,31,0.001077,Gary Daniels
1978-1979,229774,16,19,0.000347,Guy Malcolm
1978-1979,227931,14,14,0.001468,Frank J Gallagher
1978-1979,227930,7,7,0.0,Glenn Faye
1978-1979,227933,34,36,0.005768,John O'Brien
1978-1979,225651,7,7,0.0,Pamela Gibbons
1978-1979,226323,7,7,0.0,Paul Mason
1978-1979,227915,7,7,0.0,Stephen Browne
1978-1979,2331,15,15,0.00028,Gia Carides
1978-1979,227996,31,39,0.006065,James C Steele
1978-1979,227987,28,37,0.000928,James Moss
1978-1979,227986,15,15,0.00028,Julian Dell
1978-1979,3011,17,25,3e-05,Julie Herbert
1978-1979,227984,15,18,0.000201,Lesley Larkum
1978-1979,8343,15,15,0.00028,Michael O'Brien
1978-1979,227997,17,25,3e-05,Terry Byrnes
1978-1979,227567,3,3,0.0,Benita Collings
1978-1979,822,3,3,0.0,Liz Harris
1978-1979,227813,17,17,5e-06,Allan Bruzzese
1978-1979,3009,35,49,0.003111,Andrew Inglis
1978-1979,228757,17,17,5e-06,Annette Powell
1978-1979,227315,17,17,5e-06,Desmond Tester
1978-1979,228753,17,17,5e-06,John Caruana
1978-1979,228756,17,17,5e-06,Lorna Patten
1978-1979,228758,17,17,5e-06,Mary Turansky
1978-1979,228755,17,17,5e-06,Sabina Dunn
1978-1979,4137,10,10,0.00023,David Webb
1978-1979,1044,10,10,0.00023,Mike O'Brien
1978-1979,3260,7,7,5.7e-05,Barry Ferrier
1978-1979,228859,10,11,0.000549,Caroline Heads
1978-1979,228860,12,20,4.6e-05,Jill Floyd
1978-1979,227086,21,30,0.000227,Julie Bailue
1978-1979,228993,4,4,0.0,David Webb
1978-1979,4618,17,17,0.003178,Kevin Miles
1978-1979,225150,4,4,0.0,Patricia Conolly
1978-1979,2447,8,11,0.001171,Colin Taylor
1978-1979,226749,1,4,0.0,Leila Blake
1978-1979,229770,4,4,0.0,Allan Penney
1978-1979,229769,4,4,0.0,Gillian Levett
1978-1979,229768,4,4,0.0,Jenifa Dwyer
1978-1979,229775,12,12,3e-06,Graeme Rudd
1978-1979,229772,17,19,0.003014,Michael Pentecost
1978-1979,227314,12,12,3e-06,Rod McNeil
1978-1979,229867,3,3,0.0,Consuelo Vera
1978-1979,229866,3,3,0.0,Joaquin Cortes
1978-1979,2753,3,3,0.0,Jose Farinas
1978-1979,2511,7,7,2e-06,Max Cullen
1978-1979,3010,7,7,2e-06,Patrick Dickson
1978-1979,230170,11,12,8.8e-05,Steve Brown
1978-1979,498406,3,3,0.0,Julie Evans
1978-1979,469668,6,6,0.0,Clare McKenna
1978-1979,1864,50,179,0.006977,Jane Ahlquist
1978-1979,2685,6,6,0.0,Kathryn Porrill
1978-1979,3524,6,6,0.0,Kenneth MacLeod
1978-1979,498417,6,6,0.0,Roger Allen
1978-1979,3145,6,6,0.0,Roger Rosser
1978-1979,1399,6,6,0.0,Therese Collie
1978-1979,2635,14,15,0.000407,Frank Gallacher
1978-1979,227881,8,8,0.0,Jinx Huber
1978-1979,401574,8,8,0.0,Karen  de Tysson
1978-1979,228838,8,8,0.0,Robin Eggleton
1978-1979,227221,1,1,0.0,Heather Robb
1978-1979,230591,13,13,0.001174,Jan Hamilton
1978-1979,484231,6,6,5e-06,Christopher Lewis
1978-1979,255306,9,9,0.000506,Julia Peters
1978-1979,246644,8,12,0.000303,Lenore Plummer
1978-1979,228736,6,6,5e-06,Pnina Bloch
1978-1979,246643,3,6,0.0,Greg McCarthy
1978-1979,494954,6,6,0.0,Fred Evans
1978-1979,245496,6,6,0.0,John Pratt
1978-1979,430136,6,6,0.0,Peter Ford
1978-1979,436901,6,6,0.0,Ronnie Barker
1978-1979,236421,6,6,0.0,Ronnie Corbett
1978-1979,436895,6,6,0.0,Sam Kelly
1978-1979,436896,6,6,0.0,Steve Bohr
1978-1979,232294,6,6,0.0,Anne Semler
1978-1979,231070,6,6,0.0,Bobby Limb
1978-1979,3452,6,6,0.0,Diana Davidson
1978-1979,3751,6,6,0.0,Jacqueline Kott
1978-1979,6403,6,6,0.0,Tom Burlinson
1978-1979,2601,44,46,0.006919,Ben Gabriel
1978-1979,3401,33,33,2e-06,Bill Conn
1978-1979,499415,33,33,2e-06,Brian Kohlhagen
1978-1979,499417,33,33,2e-06,Denis Nelson
1978-1979,499412,33,33,2e-06,Doug Bowles
1978-1979,416491,33,33,2e-06,Doug Chambers
1978-1979,489989,33,33,2e-06,Esme Smith
1978-1979,499419,33,33,2e-06,Geoffrey Webb
1978-1979,257321,33,33,2e-06,George Sais
1978-1979,240169,33,33,2e-06,Graham Richards
1978-1979,247608,33,33,2e-06,Jennifer Press
1978-1979,226923,33,33,2e-06,Joe James
1978-1979,499416,33,33,2e-06,John Mayers
1978-1979,245127,33,33,2e-06,Leanne Ellis
1978-1979,499414,33,33,2e-06,Les Elms
1978-1979,499418,33,33,2e-06,Louis Sari
1978-1979,241707,33,33,2e-06,Marc Wilkinson
1978-1979,2692,33,33,2e-06,Noel Anderson
1978-1979,499409,33,33,2e-06,Pam Sharp
1978-1979,232577,33,33,2e-06,Paul Sommers
1978-1979,239238,33,33,2e-06,Peter Cameron
1978-1979,244976,33,33,2e-06,Peter de Salis
1978-1979,245071,33,33,2e-06,Phillip R Nelson
1978-1979,4008,33,33,2e-06,Richard Brooks
1978-1979,499410,33,33,2e-06,Steve Andrews
1978-1979,499411,33,33,2e-06,Terry Bynes
1978-1979,245639,33,33,2e-06,Terry Collins
1978-1979,3392,42,42,0.004734,Tim Eliott
1978-1979,4432,32,32,8e-06,Andrew Martin
1978-1979,499407,32,32,8e-06,Brendan Ebejer
1978-1979,248844,32,32,8e-06,Christine Jeston
1978-1979,248552,32,32,8e-06,Christine O'Connor
1978-1979,3875,32,32,8e-06,Colin Friels
1978-1979,248554,32,32,8e-06,David Robson
1978-1979,6822,32,32,8e-06,Elaine Hudson
1978-1979,226590,32,32,8e-06,Garry Scale
1978-1979,2253,32,32,8e-06,Gary Samolin
1978-1979,2594,32,32,8e-06,Heather Mitchell
1978-1979,226503,32,32,8e-06,James Belton
1978-1979,2262,32,32,8e-06,Jim Holt
1978-1979,248843,32,32,8e-06,Jim Kemp
1978-1979,9217,38,38,0.004266,Kim Gyngell
1978-1979,227105,32,32,8e-06,Lynette Haddrick
1978-1979,3890,32,32,8e-06,Mark Little
1978-1979,481387,32,32,8e-06,Mark Spain
1978-1979,3461,45,45,0.006492,Mervyn Drake
1978-1979,226589,32,32,8e-06,Michael Harrs
1978-1979,2321,32,32,8e-06,Nicholas Eadie
1978-1979,476,32,32,8e-06,Noel Hodda
1978-1979,248845,32,32,8e-06,Peter Browne
1978-1979,404313,32,32,8e-06,Peter Hernfield
1978-1979,4745,32,32,8e-06,Peter Merrill
1978-1979,404314,32,32,8e-06,Robert Philippe
1978-1979,2330,32,32,8e-06,Steve Bisley
1978-1979,226388,32,32,8e-06,Wendy Strehlow
1978-1979,2285,3,3,0.0,Geoff Morrell
1978-1979,251794,3,3,0.0,Lindsay Nicol
1978-1979,251791,3,3,0.0,Lynn Longhurst
1978-1979,251789,3,3,0.0,Narelle Brown
1978-1979,252783,3,3,0.0,Danny Carr
1978-1979,252784,3,3,0.0,Michele Fitzsimmons
1978-1979,229172,3,3,0.0,Rod Ansell
1978-1979,252785,3,3,0.0,Wayne Guy
1978-1979,254855,6,6,0.0,Brian Murphy
1978-1979,432026,6,6,0.0,Carol Adams
1978-1979,225593,6,6,0.0,Liz Marshall 
1978-1979,430631,6,6,0.0,Mercia Deane-Johns
1978-1979,225082,22,22,0.002566,Wendy Blacklock
1978-1979,254852,6,6,0.0,Yootha Joyce
1978-1979,251009,30,30,0.006959,Annie Byron
1978-1979,3509,12,12,5e-06,Linden Wilkinson
1978-1979,490324,20,24,0.002464,Paul Johnstone
1978-1979,465751,12,12,5e-06,Sharon Calcraft
1978-1979,2817,6,6,0.0,Bruce Kerr
1978-1979,225400,32,35,0.008212,Christine Amor
1978-1979,247689,6,6,0.0,Dina Mann
1978-1979,226994,6,6,0.0,Elaine Mangan
1978-1979,3017,6,6,0.0,Jennifer West
1978-1979,230381,6,6,0.0,Katy Wild
1978-1979,2239,6,6,0.0,Robert Essex
1978-1979,260903,2,2,0.000778,Roy Jennings
1978-1979,227404,8,10,0.001399,Gaynor Mitchell
1978-1979,251244,8,10,0.001399,Patricia East
1978-1979,260658,3,3,0.0,Paul Sarks
1978-1979,243597,8,10,0.001568,Dennis Allen
1978-1979,260652,3,3,0.0,Peter Hickey
1978-1979,260905,1,1,0.0,Jon Darling
1978-1979,260906,6,6,0.001603,Maxwell Pope
1978-1979,244252,4,4,0.0,David Hunt
1978-1979,260138,4,4,0.0,Kathleen Scott
1978-1979,260911,4,4,0.0,Sarah Brosnan
1978-1979,233303,5,5,0.000434,Barbara Fitzgerald
1978-1979,4099,10,10,0.003807,Michael Barnacoat
1978-1979,240197,4,4,0.0,Nanette Frew
1978-1979,260073,32,38,0.003193,Beryl Furlan
1978-1979,401909,14,14,0.000419,Josephine Bermingham
1978-1979,257749,14,14,0.000419,Petah Burns
1978-1979,500617,12,12,0.00032,Alexander McAdam
1978-1979,241960,12,12,0.00032,Luise Napier
1978-1979,500618,35,44,9.3e-05,Erik Badcock
1978-1979,240043,37,50,0.000102,Sergei Baigildin
1978-1979,463743,17,33,2e-06,Lawrence Bennett
1978-1979,463757,17,33,2e-06,Vincenzo Nesci
1978-1979,238709,17,17,7e-06,Conal Coad
1978-1979,231979,17,17,7e-06,Marilyn Zschau
1978-1979,500731,19,19,2.1e-05,John Serge
1978-1979,412119,14,14,5e-06,Anthony Clark
1978-1979,1848,40,51,0.000167,Bruce Martin
1978-1979,475194,14,14,5e-06,Judith Saliba
1978-1979,401837,14,14,5e-06,Regina  Resnik
1978-1979,486670,19,19,0.000857,Dawn Walsh
1978-1979,536333,12,12,0.000205,Elizabeth Allen
1978-1979,500757,12,12,0.000205,Miluska Simkova
1978-1979,479968,12,12,0.000205,Sandra Hahn
1978-1979,463752,7,7,1e-06,Guido Martin
1978-1979,463740,17,17,8e-06,Hellen O'Rourke
1978-1979,497178,17,17,8e-06,Margaret Russell
1978-1979,240107,13,13,6e-06,Lauris Elms
1978-1979,225604,8,12,3.6e-05,Bjarne Ohlin
1978-1979,404848,8,12,3.6e-05,Elizabeth Wilder
1978-1979,225858,8,12,3.6e-05,Grahame Bond
1978-1979,225240,6,6,0.000169,Nico Lathouris
1978-1979,225857,6,6,0.000169,Rory O'Donoghue
1978-1979,1828,0,0,0.0,Reg Livermore AO
1978-1979,232308,6,6,0.000169,Graham Matters
1978-1979,231366,1,1,0.0,Tim McKew
1978-1979,230600,2,2,0.0,Colin Allen
1978-1979,230592,2,2,0.0,David London
1978-1979,498993,2,2,0.0,Margaret Davies
1978-1979,2327,7,7,2e-06,Bill Young
1978-1979,444999,7,7,2e-06,Deidhre Wauchop
1978-1979,464473,7,7,2e-06,Jill Watt
1978-1979,230669,7,7,2e-06,John Volz
1978-1979,400066,7,7,2e-06,Margie McRae
1978-1979,418205,11,12,0.003276,Penny Fallick
1978-1979,3903,7,7,2e-06,Zoe Bertram
1978-1979,4547,4,4,0.000153,Danny Adcock
1978-1979,4964,4,4,0.000153,Margie McCrae
1978-1979,6807,5,5,0.0,Andrew McFarlane
